2.779274699999999854e+01,2.734686500000000109e+01,1.835887999999999920e+01,1.345986699999999914e+01,1.267557299999999998e+01,1.482735800000000026e+01,2.185145400000000038e+01,9.437176499999999635e+01,3.597255599999999731e+01,1.928331800000000129e+01,1.041856290000000058e+02,3.178036000000000172e+01,2.607317700000000116e+01,8.111655700000000024e+01,3.329272699999999929e+01,0.000000000000000000e+00
3.248318481445312500e+01,3.339190292358398438e+01,4.007338333129882812e+01,1.764221000671386719e+01,2.786749601364135742e+00,8.951125144958496094e+00,9.432215881347656250e+01,6.537681579589843750e+01,4.352638626098632812e+01,1.193591079711914062e+02,5.543585586547851562e+01,6.289780807495117188e+01,1.331221771240234375e+02,4.406613159179687500e+01,8.825337219238281250e+01,0.000000000000000000e+00
3.954341125488281250e+01,3.172107696533203125e+01,4.334149932861328125e+01,2.034104919433593750e+01,2.382765531539916992e+00,9.822955131530761719e+00,6.339444351196289062e+01,9.401801300048828125e+01,3.176195907592773438e+01,1.066538619995117188e+02,6.546088409423828125e+01,4.724692153930664062e+01,1.305384979248046875e+02,4.308383178710937500e+01,7.541119384765625000e+01,0.000000000000000000e+00
4.392510604858398438e+01,2.869369125366210938e+01,5.582098007202148438e+01,1.833273315429687500e+01,3.116132020950317383e+00,7.065405845642089844e+00,8.170105743408203125e+01,7.885794067382812500e+01,3.451510238647460938e+01,1.155480804443359375e+02,5.749677276611328125e+01,5.728783035278320312e+01,1.331257171630859375e+02,4.321674728393554688e+01,8.789273071289062500e+01,0.000000000000000000e+00
4.087021636962890625e+01,3.629288482666015625e+01,4.988450622558593750e+01,1.830386161804199219e+01,1.897304058074951172e+00,8.506133079528808594e+00,7.941362762451171875e+01,8.041651916503906250e+01,3.853231811523437500e+01,1.127627182006835938e+02,5.865237808227539062e+01,5.619017791748046875e+01,1.330493469238281250e+02,4.003977966308593750e+01,9.280659484863281250e+01,0.000000000000000000e+00
3.968163299560546875e+01,3.533036804199218750e+01,5.293849945068359375e+01,1.709372711181640625e+01,1.581197619438171387e+00,7.835013866424560547e+00,7.579563140869140625e+01,8.460801696777343750e+01,3.297477722167968750e+01,1.123344802856445312e+02,5.946073532104492188e+01,4.764181518554687500e+01,1.330177307128906250e+02,4.037171936035156250e+01,7.855053710937500000e+01,0.000000000000000000e+00
3.808255004882812500e+01,3.180029487609863281e+01,4.879937744140625000e+01,1.610837745666503906e+01,3.056964635848999023e+00,8.630516052246093750e+00,6.374416351318359375e+01,9.800514984130859375e+01,3.302527618408203125e+01,1.056093521118164062e+02,6.691225433349609375e+01,5.010159301757812500e+01,1.290127716064453125e+02,4.520631408691406250e+01,7.862970733642578125e+01,0.000000000000000000e+00
3.824260330200195312e+01,3.029774665832519531e+01,5.105440139770507812e+01,1.483947849273681641e+01,2.512562990188598633e+00,9.339031219482421875e+00,7.204622650146484375e+01,8.939300537109375000e+01,3.279489135742187500e+01,1.096576461791992188e+02,6.353532409667968750e+01,4.826970672607421875e+01,1.288989868164062500e+02,4.603237533569335938e+01,7.150212860107421875e+01,0.000000000000000000e+00
3.668777465820312500e+01,2.269622230529785156e+01,5.617855453491210938e+01,1.453347110748291016e+01,3.021713972091674805e+00,8.505133628845214844e+00,7.948295593261718750e+01,8.258568572998046875e+01,3.678340911865234375e+01,1.129421920776367188e+02,6.160471725463867188e+01,5.252562332153320312e+01,1.296016540527343750e+02,4.630728530883789062e+01,7.624403381347656250e+01,0.000000000000000000e+00
3.355394363403320312e+01,1.569760131835937500e+01,5.730125427246093750e+01,1.427620220184326172e+01,2.834003448486328125e+00,6.883411407470703125e+00,8.712290954589843750e+01,7.563333129882812500e+01,5.167974472045898438e+01,1.157418365478515625e+02,6.189042282104492188e+01,8.001076507568359375e+01,1.278326034545898438e+02,5.088454055786132812e+01,9.217988586425781250e+01,0.000000000000000000e+00
3.430149459838867188e+01,1.453728103637695312e+01,4.666783905029296875e+01,1.490708255767822266e+01,3.734163761138916016e+00,7.305792808532714844e+00,8.621848297119140625e+01,7.667598724365234375e+01,5.662537765502929688e+01,1.148697128295898438e+02,6.363320159912109375e+01,8.570086669921875000e+01,1.266611862182617188e+02,5.289200592041015625e+01,9.520411682128906250e+01,0.000000000000000000e+00
3.309686279296875000e+01,1.126077842712402344e+01,3.440603637695312500e+01,1.499913597106933594e+01,3.038931369781494141e+00,7.791030883789062500e+00,8.808823394775390625e+01,7.634337615966796875e+01,5.917983245849609375e+01,1.114065780639648438e+02,6.978703308105468750e+01,8.308341979980468750e+01,1.214683837890625000e+02,6.072193527221679688e+01,9.014807128906250000e+01,0.000000000000000000e+00
3.162401962280273438e+01,1.036411476135253906e+01,3.061458206176757812e+01,1.555842018127441406e+01,3.605108976364135742e+00,6.268808841705322266e+00,8.551589202880859375e+01,8.070102691650390625e+01,5.599766159057617188e+01,1.096705856323242188e+02,7.260345458984375000e+01,7.414656829833984375e+01,1.199363861083984375e+02,6.230200576782226562e+01,8.033885192871093750e+01,0.000000000000000000e+00
3.115573501586914062e+01,1.000967216491699219e+01,3.073696708679199219e+01,1.566497516632080078e+01,4.257411479949951172e+00,5.447005271911621094e+00,8.337876129150390625e+01,8.447518920898437500e+01,5.618244552612304688e+01,1.074278335571289062e+02,7.583691406250000000e+01,7.428715515136718750e+01,1.175136108398437500e+02,6.572301483154296875e+01,8.064778900146484375e+01,0.000000000000000000e+00
2.961941719055175781e+01,1.130722904205322266e+01,3.558156967163085938e+01,1.520527935028076172e+01,4.122088909149169922e+00,6.886002540588378906e+00,7.515683746337890625e+01,9.190912628173828125e+01,5.258890914916992188e+01,1.045687942504882812e+02,7.806775665283203125e+01,7.204190063476562500e+01,1.181736145019531250e+02,6.783908843994140625e+01,7.775726318359375000e+01,0.000000000000000000e+00
3.351704788208007812e+01,1.362954330444335938e+01,5.281439971923828125e+01,1.426808357238769531e+01,2.923958539962768555e+00,8.329302787780761719e+00,5.769068145751953125e+01,1.052406311035156250e+02,3.667673873901367188e+01,9.917031860351562500e+01,7.962372589111328125e+01,5.837547302246093750e+01,1.179727401733398438e+02,6.647797393798828125e+01,7.242714691162109375e+01,0.000000000000000000e+00
3.597208023071289062e+01,2.669204139709472656e+01,5.087413406372070312e+01,1.301755142211914062e+01,4.859848976135253906e+00,9.748116493225097656e+00,3.113014411926269531e+01,1.344465332031250000e+02,2.654744911193847656e+01,7.478525543212890625e+01,1.004121246337890625e+02,4.471639251708984375e+01,1.011465530395507812e+02,7.746759796142578125e+01,6.136193466186523438e+01,0.000000000000000000e+00
3.451695632934570312e+01,3.228340530395507812e+01,4.180179977416992188e+01,1.273177433013916016e+01,6.262345790863037109e+00,9.211830139160156250e+00,2.409270477294921875e+01,1.457833709716796875e+02,2.781817626953125000e+01,6.126401901245117188e+01,1.148189163208007812e+02,5.269179916381835938e+01,8.041613006591796875e+01,9.781691741943359375e+01,6.294415283203125000e+01,0.000000000000000000e+00
3.130096054077148438e+01,3.310272216796875000e+01,4.050553894042968750e+01,1.428098487854003906e+01,3.110406637191772461e+00,4.397719860076904297e+00,3.519015121459960938e+01,1.424252777099609375e+02,1.639711952209472656e+01,5.676389312744140625e+01,1.250739822387695312e+02,3.524691009521484375e+01,5.258313369750976562e+01,1.254806900024414062e+02,3.345832824707031250e+01,0.000000000000000000e+00
2.834674644470214844e+01,4.206446456909179688e+01,2.620362472534179688e+01,1.439395999908447266e+01,1.778977155685424805e+00,3.019324541091918945e+00,4.452438735961914062e+01,1.348653411865234375e+02,1.872299194335937500e+01,5.917821502685546875e+01,1.235597076416015625e+02,3.474918746948242188e+01,4.345630264282226562e+01,1.381252288818359375e+02,2.109175491333007812e+01,0.000000000000000000e+00
2.583957481384277344e+01,4.101627349853515625e+01,2.886134719848632812e+01,1.355600547790527344e+01,1.463932275772094727e+00,2.794748783111572266e+00,4.823667144775390625e+01,1.307237854003906250e+02,2.020843124389648438e+01,6.186732101440429688e+01,1.212442550659179688e+02,3.517814636230468750e+01,4.669596862792968750e+01,1.335273284912109375e+02,2.254689407348632812e+01,0.000000000000000000e+00
2.915150642395019531e+01,3.723801040649414062e+01,2.769144630432128906e+01,1.304486846923828125e+01,2.965816020965576172e+00,6.016720294952392578e+00,4.005321884155273438e+01,1.375720520019531250e+02,1.834436035156250000e+01,6.362663269042968750e+01,1.186132431030273438e+02,4.076775741577148438e+01,5.603682327270507812e+01,1.252233810424804688e+02,2.918245697021484375e+01,0.000000000000000000e+00
2.589945602416992188e+01,3.889331054687500000e+01,4.166042327880859375e+01,1.417457103729248047e+01,3.172549486160278320e+00,6.205700397491455078e+00,5.758959579467773438e+01,1.066675262451171875e+02,2.091976928710937500e+01,1.095995025634765625e+02,6.246539688110351562e+01,3.987097167968750000e+01,1.311988372802734375e+02,3.993584442138671875e+01,5.098248291015625000e+01,0.000000000000000000e+00
3.080213928222656250e+01,2.666480255126953125e+01,6.191683578491210938e+01,1.577724075317382812e+01,1.224115371704101562e+00,5.937747955322265625e+00,8.770026397705078125e+01,7.238613891601562500e+01,3.188558769226074219e+01,1.190782623291015625e+02,5.314666366577148438e+01,4.752951812744140625e+01,1.325184020996093750e+02,3.825693893432617188e+01,6.757087707519531250e+01,0.000000000000000000e+00
2.894414901733398438e+01,1.664132690429687500e+01,6.259668350219726562e+01,1.594283866882324219e+01,1.869742393493652344e+00,6.579311847686767578e+00,9.631365203857421875e+01,6.303291320800781250e+01,5.100212478637695312e+01,1.207058639526367188e+02,5.300025939941406250e+01,8.876881408691406250e+01,1.305980224609375000e+02,4.036242294311523438e+01,1.037377319335937500e+02,0.000000000000000000e+00
2.766848182678222656e+01,1.398367118835449219e+01,3.500997161865234375e+01,1.724576187133789062e+01,2.021992444992065430e+00,7.714066982269287109e+00,9.706793212890625000e+01,6.459295654296875000e+01,6.306911468505859375e+01,1.178699798583984375e+02,6.032558059692382812e+01,9.435173034667968750e+01,1.258751144409179688e+02,5.171655654907226562e+01,9.877613830566406250e+01,0.000000000000000000e+00
3.621661758422851562e+01,1.429466056823730469e+01,5.202134323120117188e+01,1.746278381347656250e+01,3.187431812286376953e+00,6.654300689697265625e+00,8.961952972412109375e+01,7.347782897949218750e+01,5.583847045898437500e+01,1.169611892700195312e+02,6.092686080932617188e+01,8.074594879150390625e+01,1.302713623046875000e+02,5.139522933959960938e+01,9.348316955566406250e+01,0.000000000000000000e+00
3.547408294677734375e+01,1.452584838867187500e+01,6.667027282714843750e+01,1.658492851257324219e+01,2.503562211990356445e+00,6.835908412933349609e+00,8.362086486816406250e+01,7.889405822753906250e+01,4.641498184204101562e+01,1.126272888183593750e+02,6.371899795532226562e+01,6.621441650390625000e+01,1.267543182373046875e+02,5.290075683593750000e+01,8.036891174316406250e+01,0.000000000000000000e+00
3.701720046997070312e+01,1.430973148345947266e+01,6.205535125732421875e+01,1.695916175842285156e+01,3.522600173950195312e+00,7.844418048858642578e+00,6.190932083129882812e+01,1.020439834594726562e+02,3.844331359863281250e+01,1.020382690429687500e+02,7.558957672119140625e+01,5.958549880981445312e+01,1.209388046264648438e+02,6.057777023315429688e+01,7.532173919677734375e+01,0.000000000000000000e+00
3.853310012817382812e+01,1.415222263336181641e+01,5.349926757812500000e+01,1.700432205200195312e+01,4.840435504913330078e+00,1.053643894195556641e+01,4.919561004638671875e+01,1.138613739013671875e+02,3.858881378173828125e+01,9.408862304687500000e+01,8.154180145263671875e+01,6.098314285278320312e+01,1.144358901977539062e+02,6.596002960205078125e+01,7.599488830566406250e+01,0.000000000000000000e+00
3.581230545043945312e+01,1.520163440704345703e+01,5.175321960449218750e+01,1.642739486694335938e+01,4.762830734252929688e+00,1.023543453216552734e+01,4.833027648925781250e+01,1.143685379028320312e+02,3.741955184936523438e+01,9.180720520019531250e+01,8.457397460937500000e+01,5.809210968017578125e+01,1.116955947875976562e+02,7.013926696777343750e+01,7.096355438232421875e+01,0.000000000000000000e+00
3.443808746337890625e+01,1.304636764526367188e+01,5.363095474243164062e+01,1.685589981079101562e+01,4.379067897796630859e+00,9.465062141418457031e+00,4.565961837768554688e+01,1.167460937500000000e+02,3.553984451293945312e+01,9.042201995849609375e+01,8.792713928222656250e+01,5.708761978149414062e+01,1.118342666625976562e+02,7.216320800781250000e+01,7.057680511474609375e+01,0.000000000000000000e+00
3.290014266967773438e+01,1.322267627716064453e+01,5.455015945434570312e+01,1.710818099975585938e+01,4.220956325531005859e+00,7.796854496002197266e+00,5.571025085449218750e+01,1.082372970581054688e+02,3.906380081176757812e+01,9.205867767333984375e+01,8.748493194580078125e+01,5.811131668090820312e+01,1.113333892822265625e+02,7.388073730468750000e+01,6.943263244628906250e+01,0.000000000000000000e+00
3.280355834960937500e+01,1.203900051116943359e+01,5.179430007934570312e+01,1.806372642517089844e+01,4.622671127319335938e+00,5.351351737976074219e+00,6.979541015625000000e+01,9.671781158447265625e+01,4.451659011840820312e+01,1.012106933593750000e+02,7.991719055175781250e+01,6.365991592407226562e+01,1.158131103515625000e+02,6.935069274902343750e+01,7.417040252685546875e+01,0.000000000000000000e+00
3.238438034057617188e+01,1.266819381713867188e+01,5.484926605224609375e+01,1.849639892578125000e+01,5.088587760925292969e+00,4.613114356994628906e+00,7.332010650634765625e+01,9.348776245117187500e+01,4.789358139038085938e+01,1.034023284912109375e+02,7.741019439697265625e+01,6.733515930175781250e+01,1.172904357910156250e+02,6.730033111572265625e+01,7.530022430419921875e+01,0.000000000000000000e+00
3.454193115234375000e+01,1.238863658905029297e+01,4.812982559204101562e+01,1.703198623657226562e+01,4.173243045806884766e+00,3.546702861785888672e+00,7.447694396972656250e+01,9.451773071289062500e+01,4.751952362060546875e+01,1.037705001831054688e+02,8.063555145263671875e+01,6.781085968017578125e+01,1.173590927124023438e+02,7.024626922607421875e+01,7.554827117919921875e+01,0.000000000000000000e+00
3.134006500244140625e+01,1.270294857025146484e+01,4.269111251831054688e+01,1.817379951477050781e+01,4.823041439056396484e+00,4.919020652770996094e+00,7.280016326904296875e+01,9.537482452392578125e+01,5.142001342773437500e+01,1.033540802001953125e+02,8.066314697265625000e+01,7.051898956298828125e+01,1.162611083984375000e+02,6.966721343994140625e+01,7.462768554687500000e+01,0.000000000000000000e+00
3.298157882690429688e+01,1.074024391174316406e+01,3.353706359863281250e+01,1.763998603820800781e+01,4.514115810394287109e+00,4.762977600097656250e+00,7.618365478515625000e+01,9.302091979980468750e+01,5.713373565673828125e+01,1.030810394287109375e+02,8.137898254394531250e+01,7.251802825927734375e+01,1.137626571655273438e+02,7.085104370117187500e+01,7.352474212646484375e+01,0.000000000000000000e+00
3.498450088500976562e+01,1.089735603332519531e+01,2.625277709960937500e+01,1.853669548034667969e+01,5.863167762756347656e+00,3.525067329406738281e+00,7.723846435546875000e+01,8.908252716064453125e+01,4.994802093505859375e+01,1.052131271362304688e+02,7.847115325927734375e+01,6.451068878173828125e+01,1.140410003662109375e+02,6.980747222900390625e+01,6.880851745605468750e+01,0.000000000000000000e+00
3.714670181274414062e+01,1.083374595642089844e+01,1.777573204040527344e+01,1.650992774963378906e+01,3.237045764923095703e+00,2.620246171951293945e+00,8.059632873535156250e+01,8.671729278564453125e+01,5.105256271362304688e+01,1.051355285644531250e+02,7.771318054199218750e+01,6.390708923339843750e+01,1.141354217529296875e+02,6.881047058105468750e+01,7.139891815185546875e+01,0.000000000000000000e+00
3.991556167602539062e+01,1.160387516021728516e+01,2.128418922424316406e+01,2.105361938476562500e+01,5.212519645690917969e+00,4.976321220397949219e+00,7.985494232177734375e+01,8.485852813720703125e+01,5.088693237304687500e+01,1.076865005493164062e+02,7.556302642822265625e+01,6.993464660644531250e+01,1.190329132080078125e+02,6.735120391845703125e+01,8.043737030029296875e+01,0.000000000000000000e+00
4.322460174560546875e+01,1.527114677429199219e+01,2.843440628051757812e+01,2.352775382995605469e+01,4.880948543548583984e+00,5.333384990692138672e+00,7.554981231689453125e+01,8.708684539794921875e+01,4.592138290405273438e+01,1.069068832397460938e+02,7.565372467041015625e+01,6.687720489501953125e+01,1.225798873901367188e+02,6.691618347167968750e+01,8.295509338378906250e+01,0.000000000000000000e+00
3.810082626342773438e+01,1.670906829833984375e+01,3.697644424438476562e+01,2.629957389831542969e+01,4.432415962219238281e+00,6.557472229003906250e+00,6.936475372314453125e+01,9.052267456054687500e+01,4.351351928710937500e+01,1.046180267333984375e+02,7.627780151367187500e+01,6.810839843750000000e+01,1.214577331542968750e+02,6.717987060546875000e+01,8.275337982177734375e+01,0.000000000000000000e+00
4.054725646972656250e+01,2.911021614074707031e+01,3.735630416870117188e+01,2.646558952331542969e+01,4.796109199523925781e+00,9.720045089721679688e+00,5.554829025268554688e+01,1.003935317993164062e+02,4.034891510009765625e+01,9.611155700683593750e+01,8.020970153808593750e+01,6.665580749511718750e+01,1.177356719970703125e+02,6.744760131835937500e+01,8.426296234130859375e+01,0.000000000000000000e+00
3.484056472778320312e+01,4.391402053833007812e+01,4.181004714965820312e+01,3.176729011535644531e+01,5.353108406066894531e+00,1.301221179962158203e+01,3.220977401733398438e+01,1.333618774414062500e+02,3.296676635742187500e+01,6.725950622558593750e+01,1.073416824340820312e+02,5.627809524536132812e+01,9.898614501953125000e+01,7.943814849853515625e+01,7.388136291503906250e+01,0.000000000000000000e+00
